time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name,number_of_mRNA_in_nucleus,number_of_mRNA_in_cytoplasm
4,5,73,277,1,2565.0,6517,103.54933251496088,rep2_FOV6,0,0
5,5,73,277,1,2582.0,6353,99.825751613411,rep2_FOV6,0,0
6,5,73,277,1,2575.0,6458,102.19479715082068,rep2_FOV6,0,0
7,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
8,5,73,277,0,0.0,0,0.0,rep2_FOV6,1,0
9,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
10,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
11,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
12,5,73,277,0,0.0,0,0.0,rep2_FOV6,1,1
13,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
14,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
15,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
16,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
17,5,73,277,0,0.0,0,0.0,rep2_FOV6,3,0
18,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
19,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
20,5,73,277,0,0.0,0,0.0,rep2_FOV6,0,0
0,6,69,449,1,2578.0,4403,66.1071996366114,rep2_FOV6,1,2
1,6,69,449,1,2598.0,4251,66.72594683603857,rep2_FOV6,0,0
2,6,69,449,1,2594.0,4418,65.18039837030331,rep2_FOV6,0,0
3,6,69,449,1,2581.0,4685,64.9590181430096,rep2_FOV6,0,0
4,6,69,449,1,2577.0,4492,66.37889581478183,rep2_FOV6,0,0
5,6,69,449,1,2578.0,4658,68.7434521253757,rep2_FOV6,3,0
6,6,69,449,1,2617.0,4773,69.91493819400796,rep2_FOV6,0,0
7,6,69,449,1,2597.0,4913,74.05821290453898,rep2_FOV6,0,0
8,6,69,449,1,2602.0,4913,74.21778953796051,rep2_FOV6,0,0
9,6,69,449,1,2579.0,4992,75.39042467948718,rep2_FOV6,2,5
10,6,69,449,1,2598.0,4999,76.34526905381077,rep2_FOV6,0,0
11,6,69,449,1,2602.0,5034,75.73361144219308,rep2_FOV6,0,0
12,6,69,449,1,2582.0,4919,72.55153486480992,rep2_FOV6,0,0
13,6,69,449,1,2608.0,4856,72.11614497528831,rep2_FOV6,0,0
14,6,69,449,1,2571.0,5072,80.13801261829653,rep2_FOV6,3,0
15,6,69,449,1,2595.0,5423,93.78056426332289,rep2_FOV6,0,0
16,6,69,449,1,2602.0,5541,103.97924562353366,rep2_FOV6,0,0
17,6,69,449,1,2593.0,5655,113.5552608311229,rep2_FOV6,0,0
18,6,69,449,1,2586.0,5647,113.2789091553037,rep2_FOV6,3,6
19,6,69,449,1,2586.0,5609,106.78570155107862,rep2_FOV6,0,0
20,6,69,449,1,2588.0,5444,97.70389419544452,rep2_FOV6,0,0
0,7,421,481,1,2490.0,6136,153.9441003911343,rep2_FOV6,0,0
1,7,421,481,1,2489.0,6051,145.95785820525532,rep2_FOV6,0,0
2,7,421,481,1,2516.0,6019,132.63864429307193,rep2_FOV6,3,0
3,7,421,481,1,2490.0,5904,118.4630758807588,rep2_FOV6,0,0
4,7,421,481,1,2500.0,5735,112.03016564952048,rep2_FOV6,0,0
5,7,421,481,1,2508.0,5753,108.76029897444812,rep2_FOV6,0,0
6,7,421,481,1,2508.0,5807,112.01033235749956,rep2_FOV6,0,0
7,7,421,481,1,2495.0,5817,112.24411208526732,rep2_FOV6,0,0
8,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
9,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
10,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
11,7,421,481,0,0.0,0,0.0,rep2_FOV6,2,0
12,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
13,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
14,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
15,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
16,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
17,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
18,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
19,7,421,481,0,0.0,0,0.0,rep2_FOV6,0,0
20,7,421,481,0,0.0,0,0.0,rep2_FOV6,2,0
0,8,288,550,1,2658.0,5870,100.19284497444632,rep2_FOV6,0,0
1,8,288,550,1,2670.0,5800,94.44948275862068,rep2_FOV6,0,0
2,8,288,550,1,2662.0,5837,96.59414082576666,rep2_FOV6,0,0
3,8,288,550,1,2660.0,5866,101.71155813160588,rep2_FOV6,0,0
4,8,288,550,1,2672.0,6015,112.27015793848712,rep2_FOV6,0,0
5,8,288,550,1,2649.0,6006,112.15384615384616,rep2_FOV6,0,0
6,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
7,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
8,8,288,550,0,0.0,0,0.0,rep2_FOV6,1,0
9,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
10,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
11,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
12,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
13,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
14,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
15,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
16,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
17,8,288,550,0,0.0,0,0.0,rep2_FOV6,3,0
18,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
19,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
20,8,288,550,0,0.0,0,0.0,rep2_FOV6,0,0
0,9,113,557,1,2305.0,5488,73.08618804664724,rep2_FOV6,3,4
1,9,113,557,1,2318.0,5373,70.15447608412433,rep2_FOV6,2,6
2,9,113,557,1,2298.0,5303,67.71355836319064,rep2_FOV6,3,12
3,9,113,557,1,2311.0,5833,84.51877250128578,rep2_FOV6,2,8
4,9,113,557,1,2293.0,6196,102.0093608779858,rep2_FOV6,3,12
5,9,113,557,1,2321.0,6289,117.52297662585468,rep2_FOV6,1,7
6,9,113,557,1,2321.0,6481,134.18608239469216,rep2_FOV6,3,6
7,9,113,557,0,0.0,4485,62.656187290969896,rep2_FOV6,0,13
8,9,113,557,0,0.0,0,0.0,rep2_FOV6,2,8
9,9,113,557,0,0.0,0,0.0,rep2_FOV6,2,3
10,9,113,557,0,0.0,0,0.0,rep2_FOV6,1,5
11,9,113,557,0,0.0,0,0.0,rep2_FOV6,2,4
12,9,113,557,0,0.0,0,0.0,rep2_FOV6,0,11
13,9,113,557,0,0.0,0,0.0,rep2_FOV6,5,0
14,9,113,557,0,0.0,0,0.0,rep2_FOV6,3,9
15,9,113,557,0,0.0,0,0.0,rep2_FOV6,1,3
16,9,113,557,0,0.0,0,0.0,rep2_FOV6,1,8
17,9,113,557,0,0.0,0,0.0,rep2_FOV6,3,8
18,9,113,557,0,0.0,0,0.0,rep2_FOV6,2,9
19,9,113,557,0,0.0,0,0.0,rep2_FOV6,1,5
20,9,113,557,0,0.0,0,0.0,rep2_FOV6,2,6
0,1,240,66,1,2311.0,5532,125.01970354302242,rep2_FOV3,0,11
1,1,240,66,1,2331.0,5398,114.89440533530936,rep2_FOV3,2,9
2,1,240,66,1,2337.0,5340,107.48352059925094,rep2_FOV3,4,6
3,1,240,66,1,2325.0,5319,102.72081218274111,rep2_FOV3,1,5
4,1,240,66,1,2315.0,5305,102.10311027332703,rep2_FOV3,4,3
5,1,240,66,1,2322.0,5255,95.89248334919124,rep2_FOV3,1,8
6,1,240,66,0,0.0,0,0.0,rep2_FOV3,3,0
7,1,240,66,0,0.0,0,0.0,rep2_FOV3,2,5
8,1,240,66,0,0.0,0,0.0,rep2_FOV3,1,3
9,1,240,66,0,0.0,0,0.0,rep2_FOV3,2,10
10,1,240,66,0,0.0,0,0.0,rep2_FOV3,1,7
11,1,240,66,0,0.0,0,0.0,rep2_FOV3,4,9
12,1,240,66,0,0.0,0,0.0,rep2_FOV3,1,7
13,1,240,66,0,0.0,0,0.0,rep2_FOV3,0,4
14,1,240,66,0,0.0,0,0.0,rep2_FOV3,0,16
15,1,240,66,0,0.0,0,0.0,rep2_FOV3,3,7
16,1,240,66,0,0.0,0,0.0,rep2_FOV3,5,5
17,1,240,66,0,0.0,0,0.0,rep2_FOV3,0,8
18,1,240,66,0,0.0,0,0.0,rep2_FOV3,3,3
19,1,240,66,0,0.0,0,0.0,rep2_FOV3,1,10
20,1,240,66,0,0.0,0,0.0,rep2_FOV3,2,0
0,2,352,71,1,2308.0,5432,106.37592047128128,rep2_FOV3,1,5
1,2,352,71,1,2332.0,5422,106.5558834378458,rep2_FOV3,1,5
2,2,352,71,1,2314.0,5361,103.14605484051484,rep2_FOV3,0,5
3,2,352,71,1,2329.0,5254,96.08488770460602,rep2_FOV3,2,5
4,2,352,71,1,2314.0,5171,93.89267066331465,rep2_FOV3,2,9
5,2,352,71,1,2295.0,5210,94.4831094049904,rep2_FOV3,1,4
6,2,352,71,1,2301.0,5255,95.29914367269268,rep2_FOV3,1,2
7,2,352,71,1,2300.0,5289,99.87048591416146,rep2_FOV3,0,9
8,2,352,71,1,2305.0,5619,135.51165687844812,rep2_FOV3,2,6
9,2,352,71,1,2285.0,5727,158.31691985332634,rep2_FOV3,2,3
10,2,352,71,1,2315.0,5850,165.54,rep2_FOV3,0,4
11,2,352,71,0,0.0,0,0.0,rep2_FOV3,1,3
12,2,352,71,0,0.0,0,0.0,rep2_FOV3,2,5
13,2,352,71,0,0.0,0,0.0,rep2_FOV3,1,0
14,2,352,71,0,0.0,0,0.0,rep2_FOV3,2,6
15,2,352,71,0,0.0,0,0.0,rep2_FOV3,2,4
16,2,352,71,0,0.0,0,0.0,rep2_FOV3,0,3
17,2,352,71,0,0.0,0,0.0,rep2_FOV3,0,3
18,2,352,71,0,0.0,0,0.0,rep2_FOV3,4,10
19,2,352,71,0,0.0,0,0.0,rep2_FOV3,3,9
20,2,352,71,0,0.0,0,0.0,rep2_FOV3,4,5
0,3,142,139,1,2652.0,6127,183.24269626244492,rep2_FOV3,0,10
1,3,142,139,1,2661.0,6104,177.55275229357798,rep2_FOV3,2,3
2,3,142,139,1,2676.0,6046,169.3476678795898,rep2_FOV3,2,2
3,3,142,139,1,2660.0,5997,157.96965149241288,rep2_FOV3,0,7
4,3,142,139,1,2680.0,5830,133.5433962264151,rep2_FOV3,3,1
5,3,142,139,1,2654.0,5734,114.52720613882109,rep2_FOV3,1,4
6,3,142,139,1,2649.0,5499,99.82105837424986,rep2_FOV3,0,0
7,3,142,139,0,0.0,0,0.0,rep2_FOV3,1,4
8,3,142,139,0,0.0,0,0.0,rep2_FOV3,2,9
9,3,142,139,0,0.0,0,0.0,rep2_FOV3,0,3
10,3,142,139,0,0.0,0,0.0,rep2_FOV3,3,4
11,3,142,139,0,0.0,0,0.0,rep2_FOV3,0,0
12,3,142,139,0,0.0,0,0.0,rep2_FOV3,3,8
13,3,142,139,0,0.0,0,0.0,rep2_FOV3,1,5
14,3,142,139,0,0.0,0,0.0,rep2_FOV3,0,5
15,3,142,139,0,0.0,0,0.0,rep2_FOV3,2,5
16,3,142,139,0,0.0,0,0.0,rep2_FOV3,1,2
17,3,142,139,0,0.0,0,0.0,rep2_FOV3,0,6
18,3,142,139,0,0.0,0,0.0,rep2_FOV3,2,5
19,3,142,139,0,0.0,0,0.0,rep2_FOV3,1,3
20,3,142,139,0,0.0,0,0.0,rep2_FOV3,0,0
0,4,485,158,1,2227.0,6451,123.27685630134864,rep2_FOV3,0,0
1,4,485,158,1,2219.0,6469,124.62405317668882,rep2_FOV3,3,5
2,4,485,158,1,2222.0,6354,115.58781869688386,rep2_FOV3,0,1
3,4,485,158,1,2240.0,6308,107.48272035510465,rep2_FOV3,1,7
4,4,485,158,1,2218.0,6177,97.146349360531,rep2_FOV3,0,0
5,4,485,158,1,2218.0,5951,90.2932280289027,rep2_FOV3,3,9
6,4,485,158,1,2229.0,6080,94.69243421052632,rep2_FOV3,3,6
7,4,485,158,1,2222.0,6212,100.45331616226656,rep2_FOV3,0,5
8,4,485,158,1,2201.0,6231,99.41341678703256,rep2_FOV3,1,3
9,4,485,158,1,2212.0,6055,93.91841453344344,rep2_FOV3,3,1
10,4,485,158,1,2241.0,6054,91.1228939544103,rep2_FOV3,0,8
11,4,485,158,1,2221.0,6041,95.40738288362854,rep2_FOV3,1,7
12,4,485,158,1,2212.0,6155,95.01218521527214,rep2_FOV3,3,1
13,4,485,158,1,2231.0,6084,94.67965154503617,rep2_FOV3,0,0
14,4,485,158,1,2225.0,6078,92.68937150378414,rep2_FOV3,0,0
15,4,485,158,1,2231.0,5971,88.12209010216044,rep2_FOV3,2,8
16,4,485,158,1,2210.0,5923,82.84416680736113,rep2_FOV3,0,0
17,4,485,158,1,2211.0,5700,77.00035087719299,rep2_FOV3,3,5
18,4,485,158,1,2232.0,5606,74.3749554049233,rep2_FOV3,0,0
19,4,485,158,1,2230.0,5575,74.24502242152467,rep2_FOV3,2,8
20,4,485,158,1,2228.0,5541,76.04529868254828,rep2_FOV3,4,10
0,5,321,177,1,2531.0,6249,148.2918867018723,rep2_FOV3,0,9
1,5,321,177,1,2509.0,6246,153.0256163944925,rep2_FOV3,2,7
2,5,321,177,1,2515.0,6228,154.74454078355814,rep2_FOV3,4,0
3,5,321,177,1,2500.0,6291,148.4902241297091,rep2_FOV3,0,8
4,5,321,177,1,2500.0,6248,153.27880921895007,rep2_FOV3,3,9
5,5,321,177,0,0.0,0,0.0,rep2_FOV3,3,0
6,5,321,177,0,0.0,0,0.0,rep2_FOV3,0,0
7,5,321,177,0,0.0,0,0.0,rep2_FOV3,0,0
8,5,321,177,0,0.0,0,0.0,rep2_FOV3,3,12
9,5,321,177,0,0.0,0,0.0,rep2_FOV3,0,0
10,5,321,177,0,0.0,0,0.0,rep2_FOV3,2,6
11,5,321,177,0,0.0,0,0.0,rep2_FOV3,0,0
12,5,321,177,0,0.0,0,0.0,rep2_FOV3,4,9
13,5,321,177,0,0.0,0,0.0,rep2_FOV3,3,7
14,5,321,177,0,0.0,0,0.0,rep2_FOV3,1,8
15,5,321,177,0,0.0,0,0.0,rep2_FOV3,2,2
16,5,321,177,0,0.0,0,0.0,rep2_FOV3,3,0
17,5,321,177,0,0.0,0,0.0,rep2_FOV3,0,11
18,5,321,177,0,0.0,0,0.0,rep2_FOV3,6,10
19,5,321,177,0,0.0,0,0.0,rep2_FOV3,3,1
20,5,321,177,0,0.0,0,0.0,rep2_FOV3,1,0
0,6,577,317,1,2432.0,5377,124.20587688302028,rep2_FOV3,0,0
1,6,577,317,1,2429.0,5371,123.7596350772668,rep2_FOV3,4,8
2,6,577,317,1,2423.0,5388,121.9543429844098,rep2_FOV3,0,0
3,6,577,317,1,2424.0,5264,115.69699848024317,rep2_FOV3,2,3
4,6,577,317,1,2415.0,5292,112.18310657596372,rep2_FOV3,0,0
5,6,577,317,1,2431.0,5246,109.71273351124668,rep2_FOV3,1,5
6,6,577,317,1,2426.0,5221,107.79276000766136,rep2_FOV3,4,8
7,6,577,317,1,2418.0,5366,121.29929183749536,rep2_FOV3,0,9
8,6,577,317,1,2402.0,5446,135.17315460888724,rep2_FOV3,1,4
9,6,577,317,1,2427.0,5506,141.7330185252452,rep2_FOV3,2,0
10,6,577,317,1,2437.0,5510,150.42068965517242,rep2_FOV3,0,12
11,6,577,317,1,2419.0,5590,150.93005366726297,rep2_FOV3,4,0
12,6,577,317,1,2426.0,5621,158.79576587795765,rep2_FOV3,0,8
13,6,577,317,1,2441.0,5614,157.9942999643748,rep2_FOV3,3,0
14,6,577,317,0,0.0,0,0.0,rep2_FOV3,0,0
15,6,577,317,0,0.0,0,0.0,rep2_FOV3,2,12
16,6,577,317,0,0.0,0,0.0,rep2_FOV3,0,0
17,6,577,317,0,0.0,0,0.0,rep2_FOV3,2,8
18,6,577,317,0,0.0,0,0.0,rep2_FOV3,0,0
19,6,577,317,0,0.0,0,0.0,rep2_FOV3,3,8
20,6,577,317,0,0.0,0,0.0,rep2_FOV3,3,8
0,7,81,326,1,2429.0,5088,92.52378144654088,rep2_FOV3,0,0
1,7,81,326,1,2435.0,5217,96.85911443358252,rep2_FOV3,1,5
2,7,81,326,1,2456.0,5257,98.56667300741869,rep2_FOV3,0,0
3,7,81,326,1,2426.0,5179,94.17706120872757,rep2_FOV3,0,3
4,7,81,326,1,2440.0,5101,89.17310331307587,rep2_FOV3,1,0
5,7,81,326,1,2431.0,5133,95.5419832456653,rep2_FOV3,0,8
6,7,81,326,1,2428.0,5159,98.6435355689087,rep2_FOV3,6,0
7,7,81,326,1,2426.0,5277,108.38127724085656,rep2_FOV3,0,0
8,7,81,326,1,2434.0,5497,126.16809168637438,rep2_FOV3,0,0
9,7,81,326,1,2439.0,5598,139.4792783136835,rep2_FOV3,0,0
10,7,81,326,1,2420.0,5553,133.42769674050064,rep2_FOV3,1,4
11,7,81,326,1,2438.0,5454,127.26420975430877,rep2_FOV3,0,0
12,7,81,326,0,0.0,0,0.0,rep2_FOV3,4,8
13,7,81,326,0,0.0,0,0.0,rep2_FOV3,5,7
14,7,81,326,0,0.0,0,0.0,rep2_FOV3,0,0
15,7,81,326,0,0.0,0,0.0,rep2_FOV3,3,6
16,7,81,326,0,0.0,0,0.0,rep2_FOV3,0,0
17,7,81,326,0,0.0,0,0.0,rep2_FOV3,0,8
18,7,81,326,0,0.0,0,0.0,rep2_FOV3,3,0
19,7,81,326,0,0.0,0,0.0,rep2_FOV3,0,3
20,7,81,326,0,0.0,0,0.0,rep2_FOV3,1,0
0,8,247,378,1,2445.0,11601,112.49090595638307,rep2_FOV3,0,0
1,8,247,378,1,2459.0,11615,113.42376237623762,rep2_FOV3,0,0
2,8,247,378,1,2447.0,11576,117.42622667588114,rep2_FOV3,0,0
3,8,247,378,1,2461.0,11510,122.47619461337968,rep2_FOV3,1,4
4,8,247,378,1,2437.0,11478,121.41148283673114,rep2_FOV3,0,0
5,8,247,378,1,2464.0,11257,114.13102958159368,rep2_FOV3,3,11
6,8,247,378,1,2456.0,11127,103.19223510380156,rep2_FOV3,0,0
7,8,247,378,1,2454.0,10940,100.27422303473492,rep2_FOV3,0,0
8,8,247,378,1,2458.0,10629,104.15514159375294,rep2_FOV3,2,9
9,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,0
10,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,10
11,8,247,378,0,0.0,0,0.0,rep2_FOV3,2,0
12,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,7
13,8,247,378,0,0.0,0,0.0,rep2_FOV3,3,0
14,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,0
15,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,0
16,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,0
17,8,247,378,0,0.0,0,0.0,rep2_FOV3,1,5
18,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,0
19,8,247,378,0,0.0,0,0.0,rep2_FOV3,1,3
20,8,247,378,0,0.0,0,0.0,rep2_FOV3,0,0
0,9,479,383,1,2435.0,5419,117.84997231961616,rep2_FOV3,0,0
1,9,479,383,1,2435.0,5380,115.70408921933084,rep2_FOV3,0,3
2,9,479,383,1,2435.0,5342,113.80213403219769,rep2_FOV3,0,0
3,9,479,383,1,2439.0,5287,107.73084925288444,rep2_FOV3,0,14
4,9,479,383,1,2433.0,5339,110.4549541112568,rep2_FOV3,5,0
5,9,479,383,1,2468.0,5230,104.43365200764818,rep2_FOV3,0,7
6,9,479,383,1,2441.0,5166,96.12117692605496,rep2_FOV3,3,0
7,9,479,383,1,2439.0,5121,95.90646358133178,rep2_FOV3,0,0
8,9,479,383,1,2455.0,5159,98.72921108742004,rep2_FOV3,0,0
9,9,479,383,1,2450.0,5061,90.28946848448923,rep2_FOV3,0,0
10,9,479,383,1,2427.0,5046,90.5400317082838,rep2_FOV3,1,3
11,9,479,383,1,2444.0,5056,90.69382911392404,rep2_FOV3,0,0
12,9,479,383,1,2449.0,5086,94.48053480141566,rep2_FOV3,0,0
13,9,479,383,1,2448.0,5199,97.21888824773995,rep2_FOV3,0,0
14,9,479,383,0,0.0,0,0.0,rep2_FOV3,0,0
15,9,479,383,0,0.0,0,0.0,rep2_FOV3,0,0
16,9,479,383,0,0.0,0,0.0,rep2_FOV3,0,0
17,9,479,383,0,0.0,0,0.0,rep2_FOV3,0,9
18,9,479,383,0,0.0,0,0.0,rep2_FOV3,2,0
19,9,479,383,0,0.0,0,0.0,rep2_FOV3,0,2
20,9,479,383,0,0.0,0,0.0,rep2_FOV3,1,0
0,10,307,461,1,2658.0,11601,112.49090595638307,rep2_FOV3,0,0
1,10,307,461,1,2661.0,11615,113.42376237623762,rep2_FOV3,0,0
2,10,307,461,1,2673.0,11576,117.42622667588114,rep2_FOV3,0,0
3,10,307,461,1,2650.0,11510,122.47619461337968,rep2_FOV3,0,1
4,10,307,461,1,2674.0,11478,121.41148283673114,rep2_FOV3,0,0
5,10,307,461,1,2653.0,11257,114.13102958159368,rep2_FOV3,0,0
6,10,307,461,1,2675.0,11127,103.19223510380156,rep2_FOV3,0,0
7,10,307,461,1,2666.0,10940,100.27422303473492,rep2_FOV3,0,0
8,10,307,461,1,2670.0,10629,104.15514159375294,rep2_FOV3,0,0
9,10,307,461,1,2661.0,5847,132.9820420728579,rep2_FOV3,0,0
10,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,5
11,10,307,461,0,0.0,0,0.0,rep2_FOV3,1,0
12,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,5
13,10,307,461,0,0.0,0,0.0,rep2_FOV3,1,0
14,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
15,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
16,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
17,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
18,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
19,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
20,10,307,461,0,0.0,0,0.0,rep2_FOV3,0,0
0,11,187,502,1,2598.0,6097,95.44136460554373,rep2_FOV3,0,0
1,11,187,502,1,2596.0,6131,95.32963627466972,rep2_FOV3,0,0
2,11,187,502,1,2611.0,6079,94.73202829412732,rep2_FOV3,0,0
3,11,187,502,1,2608.0,6023,94.57927942885604,rep2_FOV3,0,0
4,11,187,502,1,2607.0,5964,90.08031522468144,rep2_FOV3,0,0
5,11,187,502,1,2606.0,5922,84.58291117865586,rep2_FOV3,0,6
6,11,187,502,1,2611.0,5757,81.09431995831162,rep2_FOV3,3,0
7,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
8,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
9,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
10,11,187,502,0,0.0,0,0.0,rep2_FOV3,1,2
11,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
12,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
13,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
14,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
15,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
16,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
17,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
18,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,0
19,11,187,502,0,0.0,0,0.0,rep2_FOV3,0,7
20,11,187,502,0,0.0,0,0.0,rep2_FOV3,5,0
0,12,569,525,1,2328.0,5950,109.65176470588236,rep2_FOV3,0,0
1,12,569,525,1,2312.0,5876,99.86980939414568,rep2_FOV3,0,0
2,12,569,525,1,2342.0,5780,93.51626297577856,rep2_FOV3,0,0
3,12,569,525,1,2307.0,5829,97.32852976496828,rep2_FOV3,1,1
4,12,569,525,1,2315.0,5942,105.84146751935376,rep2_FOV3,0,0
5,12,569,525,1,2307.0,5916,105.9788708586883,rep2_FOV3,0,0
6,12,569,525,1,2294.0,5975,109.55012552301255,rep2_FOV3,0,0
7,12,569,525,1,2322.0,6087,124.55528174798752,rep2_FOV3,0,0
8,12,569,525,1,2338.0,6225,134.42361445783132,rep2_FOV3,0,0
9,12,569,525,1,2323.0,6297,148.12243925678894,rep2_FOV3,0,0
10,12,569,525,1,2296.0,6291,152.0406930535686,rep2_FOV3,0,0
11,12,569,525,1,2318.0,6344,154.10167087011348,rep2_FOV3,0,0
12,12,569,525,1,2321.0,6378,163.03919724051426,rep2_FOV3,0,12
13,12,569,525,1,2317.0,6434,174.58253030774014,rep2_FOV3,2,0
14,12,569,525,1,2309.0,6430,176.22706065318818,rep2_FOV3,0,0
15,12,569,525,1,2333.0,6393,160.20741435945567,rep2_FOV3,0,0
16,12,569,525,0,0.0,0,0.0,rep2_FOV3,0,0
17,12,569,525,0,0.0,0,0.0,rep2_FOV3,1,2
18,12,569,525,0,0.0,0,0.0,rep2_FOV3,0,0
19,12,569,525,0,0.0,0,0.0,rep2_FOV3,0,0
20,12,569,525,0,0.0,0,0.0,rep2_FOV3,0,0
0,13,459,561,1,2480.0,5520,108.2161231884058,rep2_FOV3,0,0
1,13,459,561,1,2487.0,5527,108.92618056812012,rep2_FOV3,0,0
2,13,459,561,1,2494.0,5469,104.33040775278845,rep2_FOV3,0,0
3,13,459,561,1,2502.0,5333,94.26064129008064,rep2_FOV3,0,0
4,13,459,561,1,2497.0,5257,90.28799695643904,rep2_FOV3,0,0
5,13,459,561,1,2503.0,5220,90.45268199233716,rep2_FOV3,0,10
6,13,459,561,1,2502.0,5364,94.79101416853096,rep2_FOV3,2,0
7,13,459,561,1,2479.0,5426,98.74511610762993,rep2_FOV3,0,0
8,13,459,561,1,2513.0,5522,109.83212604128938,rep2_FOV3,0,0
9,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
10,13,459,561,0,0.0,0,0.0,rep2_FOV3,3,7
11,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
12,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
13,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
14,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
15,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
16,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
17,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
18,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,0
19,13,459,561,0,0.0,0,0.0,rep2_FOV3,0,6
20,13,459,561,0,0.0,0,0.0,rep2_FOV3,2,0
0,14,274,585,1,2450.0,5828,136.45367192862045,rep2_FOV3,1,1
1,14,274,585,1,2464.0,5984,158.2389705882353,rep2_FOV3,1,10
2,14,274,585,1,2453.0,6056,166.74042272126815,rep2_FOV3,0,4
3,14,274,585,1,2467.0,6005,160.98218151540382,rep2_FOV3,1,6
4,14,274,585,1,2452.0,5930,146.44300168634064,rep2_FOV3,2,9
5,14,274,585,1,2458.0,5806,124.8747847054771,rep2_FOV3,3,12
6,14,274,585,1,2470.0,5567,104.41027483384228,rep2_FOV3,4,1
7,14,274,585,1,2460.0,5369,88.04321102626187,rep2_FOV3,0,5
8,14,274,585,1,2464.0,5167,79.88774917747241,rep2_FOV3,3,5
9,14,274,585,1,2471.0,5229,84.14629948364887,rep2_FOV3,2,6
10,14,274,585,1,2446.0,5555,102.06498649864986,rep2_FOV3,2,0
11,14,274,585,1,2459.0,5732,119.20586182833216,rep2_FOV3,0,1
